_id,Year,Country/State,AgeGroup,Person
3378,2002,PERLIS,Total,57.0
3379,2002,PERLIS,15–19,3.4
3380,2002,PERLIS,20–24,6.5
3381,2002,PERLIS,25–29,6.0
3382,2002,PERLIS,30–34,6.8
3383,2002,PERLIS,35–39,6.3
3384,2002,PERLIS,40–44,8.2
3385,2002,PERLIS,45–49,7.9
3386,2002,PERLIS,50–54,5.5
3387,2002,PERLIS,55–59,3.8
3388,2002,PERLIS,60–64,2.4
3389,2002,SELANGOR,Total,1749.9
3390,2002,SELANGOR,15–19,60.0
3391,2002,SELANGOR,20–24,287.3
3392,2002,SELANGOR,25–29,335.9
3393,2002,SELANGOR,30–34,298.7
3394,2002,SELANGOR,35–39,248.4
3395,2002,SELANGOR,40–44,203.3
3396,2002,SELANGOR,45–49,151.5
3397,2002,SELANGOR,50–54,98.6
3398,2002,SELANGOR,55–59,45.6
3399,2002,SELANGOR,60–64,20.5
3400,2002,TERENGGANU,Total,279.6
3401,2002,TERENGGANU,15–19,17.7
3402,2002,TERENGGANU,20–24,39.5
3403,2002,TERENGGANU,25–29,38.6
3404,2002,TERENGGANU,30–34,38.2
3405,2002,TERENGGANU,35–39,39.3
3406,2002,TERENGGANU,40–44,34.8
3407,2002,TERENGGANU,45–49,31.3
3408,2002,TERENGGANU,50–54,19.7
3409,2002,TERENGGANU,55–59,12.2
3410,2002,TERENGGANU,60–64,8.3
3411,2002,SABAH,Total,1028.8
3412,2002,SABAH,15–19,87.1
3413,2002,SABAH,20–24,163.9
3414,2002,SABAH,25–29,165.5
3415,2002,SABAH,30–34,153.8
3416,2002,SABAH,35–39,140.9
3417,2002,SABAH,40–44,115.6
3418,2002,SABAH,45–49,89.5
3419,2002,SABAH,50–54,63.2
3420,2002,SABAH,55–59,29.0
3421,2002,SABAH,60–64,20.3
3422,2002,SARAWAK,Total,917.7
3423,2002,SARAWAK,15–19,54.0
3424,2002,SARAWAK,20–24,123.7
3425,2002,SARAWAK,25–29,130.8
3426,2002,SARAWAK,30–34,124.3
3427,2002,SARAWAK,35–39,119.3
3428,2002,SARAWAK,40–44,106.0
3429,2002,SARAWAK,45–49,122.5
3430,2002,SARAWAK,50–54,66.3
3431,2002,SARAWAK,55–59,43.6
3432,2002,SARAWAK,60–64,27.4
3433,2002,W.P.KUALA LUMPUR,Total,794.1
3434,2002,W.P.KUALA LUMPUR,15–19,20.4
3435,2002,W.P.KUALA LUMPUR,20–24,115.6
3436,2002,W.P.KUALA LUMPUR,25–29,165.2
3437,2002,W.P.KUALA LUMPUR,30–34,126.0
3438,2002,W.P.KUALA LUMPUR,35–39,107.5
3439,2002,W.P.KUALA LUMPUR,40–44,99.5
3440,2002,W.P.KUALA LUMPUR,45–49,74.8
3441,2002,W.P.KUALA LUMPUR,50–54,49.5
3442,2002,W.P.KUALA LUMPUR,55–59,25.1
3443,2002,W.P.KUALA LUMPUR,60–64,10.6
3444,2002,W.P.LABUAN,Total,32.9
3445,2002,W.P.LABUAN,15–19,1.9
3446,2002,W.P.LABUAN,20–24,5.8
3447,2002,W.P.LABUAN,25–29,5.7
3448,2002,W.P.LABUAN,30–34,5.4
3449,2002,W.P.LABUAN,35–39,4.6
3450,2002,W.P.LABUAN,40–44,3.8
3451,2002,W.P.LABUAN,45–49,2.9
3452,2002,W.P.LABUAN,50–54,1.8
3453,2002,W.P.LABUAN,55–59,0.6
3454,2002,W.P.LABUAN,60–64,0.3
3455,2001,MALAYSIA,Total,9357.0
3456,2001,MALAYSIA,15–19,509.1
3457,2001,MALAYSIA,20–24,1424.0
3458,2001,MALAYSIA,25–29,1501.4
3459,2001,MALAYSIA,30–34,1406.2
3460,2001,MALAYSIA,35–39,1286.7
3461,2001,MALAYSIA,40–44,1123.3
3462,2001,MALAYSIA,45–49,917.7
3463,2001,MALAYSIA,50–54,626.2
3464,2001,MALAYSIA,55–59,353.4
3465,2001,MALAYSIA,60–64,209.0
3466,2001,JOHOR,Total,1235.9
3467,2001,JOHOR,15–19,68.6
3468,2001,JOHOR,20–24,217.9
3469,2001,JOHOR,25–29,210.6
3470,2001,JOHOR,30–34,181.8
3471,2001,JOHOR,35–39,161.2
3472,2001,JOHOR,40–44,139.0
3473,2001,JOHOR,45–49,114.8
3474,2001,JOHOR,50–54,75.7
3475,2001,JOHOR,55–59,41.3
3476,2001,JOHOR,60–64,24.9
3477,2001,KEDAH,Total,701.1
3478,2001,KEDAH,15–19,43.8
3479,2001,KEDAH,20–24,106.7
3480,2001,KEDAH,25–29,90.2
3481,2001,KEDAH,30–34,93.6
3482,2001,KEDAH,35–39,93.7
3483,2001,KEDAH,40–44,88.4
3484,2001,KEDAH,45–49,78.3
3485,2001,KEDAH,50–54,53.4
3486,2001,KEDAH,55–59,33.3
3487,2001,KEDAH,60–64,19.7
3488,2001,KELANTAN,Total,434.3
3489,2001,KELANTAN,15–19,24.2
3490,2001,KELANTAN,20–24,46.2
3491,2001,KELANTAN,25–29,46.3
3492,2001,KELANTAN,30–34,55.4
3493,2001,KELANTAN,35–39,57.7
3494,2001,KELANTAN,40–44,59.0
3495,2001,KELANTAN,45–49,48.5
3496,2001,KELANTAN,50–54,44.5
3497,2001,KELANTAN,55–59,32.9
3498,2001,KELANTAN,60–64,19.5
3499,2001,MELAKA,Total,267.7
3500,2001,MELAKA,15–19,14.0
3501,2001,MELAKA,20–24,42.7
3502,2001,MELAKA,25–29,41.0
3503,2001,MELAKA,30–34,40.2
3504,2001,MELAKA,35–39,36.3
3505,2001,MELAKA,40–44,34.0
3506,2001,MELAKA,45–49,26.7
3507,2001,MELAKA,50–54,17.8
3508,2001,MELAKA,55–59,9.1
3509,2001,MELAKA,60–64,5.9
3510,2001,NEGERI SEMBILAN,Total,351.3
3511,2001,NEGERI SEMBILAN,15–19,17.0
3512,2001,NEGERI SEMBILAN,20–24,53.6
3513,2001,NEGERI SEMBILAN,25–29,53.0
3514,2001,NEGERI SEMBILAN,30–34,49.3
3515,2001,NEGERI SEMBILAN,35–39,47.2
3516,2001,NEGERI SEMBILAN,40–44,45.5
3517,2001,NEGERI SEMBILAN,45–49,38.3
3518,2001,NEGERI SEMBILAN,50–54,24.2
3519,2001,NEGERI SEMBILAN,55–59,14.5
3520,2001,NEGERI SEMBILAN,60–64,8.7
3521,2001,PAHANG,Total,437.8
3522,2001,PAHANG,15–19,20.1
3523,2001,PAHANG,20–24,57.5
3524,2001,PAHANG,25–29,63.5
3525,2001,PAHANG,30–34,61.6
3526,2001,PAHANG,35–39,59.0
3527,2001,PAHANG,40–44,53.5
3528,2001,PAHANG,45–49,54.6
3529,2001,PAHANG,50–54,37.5
3530,2001,PAHANG,55–59,20.4
3531,2001,PAHANG,60–64,10.1
3532,2001,PULAU PINANG,Total,714.9
3533,2001,PULAU PINANG,15–19,34.9
3534,2001,PULAU PINANG,20–24,111.4
3535,2001,PULAU PINANG,25–29,130.1
3536,2001,PULAU PINANG,30–34,115.6
3537,2001,PULAU PINANG,35–39,97.4
3538,2001,PULAU PINANG,40–44,84.3
3539,2001,PULAU PINANG,45–49,62.0
3540,2001,PULAU PINANG,50–54,42.4
3541,2001,PULAU PINANG,55–59,23.3
3542,2001,PULAU PINANG,60–64,13.6
3543,2001,PERAK,Total,730.7
3544,2001,PERAK,15–19,41.9
3545,2001,PERAK,20–24,98.5
3546,2001,PERAK,25–29,89.0
3547,2001,PERAK,30–34,100.1
3548,2001,PERAK,35–39,97.3
3549,2001,PERAK,40–44,94.4
3550,2001,PERAK,45–49,85.1
3551,2001,PERAK,50–54,66.8
3552,2001,PERAK,55–59,35.8
3553,2001,PERAK,60–64,21.8
3554,2001,PERLIS,Total,82.9
3555,2001,PERLIS,15–19,4.5
3556,2001,PERLIS,20–24,9.8
3557,2001,PERLIS,25–29,7.1
3558,2001,PERLIS,30–34,9.1
3559,2001,PERLIS,35–39,11.8
3560,2001,PERLIS,40–44,12.2
3561,2001,PERLIS,45–49,11.1
3562,2001,PERLIS,50–54,8.6
3563,2001,PERLIS,55–59,5.2
3564,2001,PERLIS,60–64,3.4
3565,2001,SELANGOR,Total,1514.7
3566,2001,SELANGOR,15–19,61.0
3567,2001,SELANGOR,20–24,242.8
3568,2001,SELANGOR,25–29,303.2
3569,2001,SELANGOR,30–34,258.4
3570,2001,SELANGOR,35–39,218.7
3571,2001,SELANGOR,40–44,171.7
3572,2001,SELANGOR,45–49,131.1
3573,2001,SELANGOR,50–54,79.3
3574,2001,SELANGOR,55–59,31.6
3575,2001,SELANGOR,60–64,16.9
3576,2001,TERENGGANU,Total,298.6
3577,2001,TERENGGANU,15–19,19.8
3578,2001,TERENGGANU,20–24,45.3
3579,2001,TERENGGANU,25–29,38.4
3580,2001,TERENGGANU,30–34,41.7
3581,2001,TERENGGANU,35–39,43.1
3582,2001,TERENGGANU,40–44,37.6
3583,2001,TERENGGANU,45–49,27.7
3584,2001,TERENGGANU,50–54,20.6
3585,2001,TERENGGANU,55–59,15.7
3586,2001,TERENGGANU,60–64,8.8
3587,2001,SABAH,Total,979.1
3588,2001,SABAH,15–19,79.6
3589,2001,SABAH,20–24,155.4
3590,2001,SABAH,25–29,155.3
3591,2001,SABAH,30–34,153.0
3592,2001,SABAH,35–39,136.7
3593,2001,SABAH,40–44,109.3
3594,2001,SABAH,45–49,87.4
3595,2001,SABAH,50–54,54.3
3596,2001,SABAH,55–59,28.9
3597,2001,SABAH,60–64,19.2
3598,2001,SARAWAK,Total,877.4
3599,2001,SARAWAK,15–19,58.6
3600,2001,SARAWAK,20–24,122.1
3601,2001,SARAWAK,25–29,129.8
3602,2001,SARAWAK,30–34,125.7
3603,2001,SARAWAK,35–39,118.4
3604,2001,SARAWAK,40–44,103.7
3605,2001,SARAWAK,45–49,84.8
3606,2001,SARAWAK,50–54,63.2
3607,2001,SARAWAK,55–59,42.9
3608,2001,SARAWAK,60–64,28.3
3609,2001,W.P.KUALA LUMPUR,Total,703.7
3610,2001,W.P.KUALA LUMPUR,15–19,19.1
3611,2001,W.P.KUALA LUMPUR,20–24,109.6
3612,2001,W.P.KUALA LUMPUR,25–29,138.9
3613,2001,W.P.KUALA LUMPUR,30–34,115.7
3614,2001,W.P.KUALA LUMPUR,35–39,104.8
3615,2001,W.P.KUALA LUMPUR,40–44,87.7
3616,2001,W.P.KUALA LUMPUR,45–49,65.2
3617,2001,W.P.KUALA LUMPUR,50–54,36.7
3618,2001,W.P.KUALA LUMPUR,55–59,18.1
3619,2001,W.P.KUALA LUMPUR,60–64,7.8
3620,2001,W.P.LABUAN,Total,27.2
3621,2001,W.P.LABUAN,15–19,1.9
3622,2001,W.P.LABUAN,20–24,4.6
3623,2001,W.P.LABUAN,25–29,4.9
3624,2001,W.P.LABUAN,30–34,5.0
3625,2001,W.P.LABUAN,35–39,3.5
3626,2001,W.P.LABUAN,40–44,3.0
3627,2001,W.P.LABUAN,45–49,2.2
3628,2001,W.P.LABUAN,50–54,1.2
3629,2001,W.P.LABUAN,55–59,0.5
3630,2001,W.P.LABUAN,60–64,0.3
3631,2000,MALAYSIA,Total,9269.2
3632,2000,MALAYSIA,15–19,551.5
3633,2000,MALAYSIA,20–24,1488.5
3634,2000,MALAYSIA,25–29,1507.7
3635,2000,MALAYSIA,30–34,1380.9
3636,2000,MALAYSIA,35–39,1234.1
3637,2000,MALAYSIA,40–44,1086.5
3638,2000,MALAYSIA,45–49,884.9
3639,2000,MALAYSIA,50–54,586.3
3640,2000,MALAYSIA,55–59,337.0
3641,2000,MALAYSIA,60–64,211.7
3642,2000,JOHOR,Total,1195.4
3643,2000,JOHOR,15–19,74.9
3644,2000,JOHOR,20–24,215.9
3645,2000,JOHOR,25–29,213.9
3646,2000,JOHOR,30–34,174.4
3647,2000,JOHOR,35–39,147.8
3648,2000,JOHOR,40–44,134.9
3649,2000,JOHOR,45–49,101.8
3650,2000,JOHOR,50–54,69.2
3651,2000,JOHOR,55–59,40.3
3652,2000,JOHOR,60–64,22.4
3653,2000,KEDAH,Total,626.5
3654,2000,KEDAH,15–19,38.9
3655,2000,KEDAH,20–24,87.5
3656,2000,KEDAH,25–29,87.7
3657,2000,KEDAH,30–34,85.5
3658,2000,KEDAH,35–39,86.4
3659,2000,KEDAH,40–44,75.0
3660,2000,KEDAH,45–49,70.6
3661,2000,KEDAH,50–54,46.2
3662,2000,KEDAH,55–59,29.4
3663,2000,KEDAH,60–64,19.5
3664,2000,KELANTAN,Total,425.7
3665,2000,KELANTAN,15–19,28.0
3666,2000,KELANTAN,20–24,45.8
3667,2000,KELANTAN,25–29,47.7
3668,2000,KELANTAN,30–34,54.1
3669,2000,KELANTAN,35–39,59.7
3670,2000,KELANTAN,40–44,55.6
3671,2000,KELANTAN,45–49,50.6
3672,2000,KELANTAN,50–54,39.5
3673,2000,KELANTAN,55–59,27.7
3674,2000,KELANTAN,60–64,17.2
3675,2000,MELAKA,Total,253.5
3676,2000,MELAKA,15–19,14.2
3677,2000,MELAKA,20–24,46.0
3678,2000,MELAKA,25–29,37.9
3679,2000,MELAKA,30–34,37.5
3680,2000,MELAKA,35–39,33.2
3681,2000,MELAKA,40–44,28.7
3682,2000,MELAKA,45–49,23.5
3683,2000,MELAKA,50–54,18.6
3684,2000,MELAKA,55–59,8.1
3685,2000,MELAKA,60–64,5.8
3686,2000,NEGERI SEMBILAN,Total,347.4
3687,2000,NEGERI SEMBILAN,15–19,18.9
3688,2000,NEGERI SEMBILAN,20–24,56.1
3689,2000,NEGERI SEMBILAN,25–29,53.7
3690,2000,NEGERI SEMBILAN,30–34,48.0
3691,2000,NEGERI SEMBILAN,35–39,49.6
3692,2000,NEGERI SEMBILAN,40–44,43.6
3693,2000,NEGERI SEMBILAN,45–49,32.4
3694,2000,NEGERI SEMBILAN,50–54,24.5
3695,2000,NEGERI SEMBILAN,55–59,13.3
3696,2000,NEGERI SEMBILAN,60–64,7.3
3697,2000,PAHANG,Total,446.8
3698,2000,PAHANG,15–19,22.8
3699,2000,PAHANG,20–24,60.1
3700,2000,PAHANG,25–29,62.3
3701,2000,PAHANG,30–34,66.4
3702,2000,PAHANG,35–39,58.2
3703,2000,PAHANG,40–44,52.6
3704,2000,PAHANG,45–49,54.7
3705,2000,PAHANG,50–54,36.9
3706,2000,PAHANG,55–59,22.8
3707,2000,PAHANG,60–64,10.0
3708,2000,PULAU PINANG,Total,669.2
3709,2000,PULAU PINANG,15–19,36.5
3710,2000,PULAU PINANG,20–24,127.6
3711,2000,PULAU PINANG,25–29,123.6
3712,2000,PULAU PINANG,30–34,98.2
3713,2000,PULAU PINANG,35–39,80.1
3714,2000,PULAU PINANG,40–44,68.5
3715,2000,PULAU PINANG,45–49,58.3
3716,2000,PULAU PINANG,50–54,39.7
3717,2000,PULAU PINANG,55–59,21.5
3718,2000,PULAU PINANG,60–64,15.2
3719,2000,PERAK,Total,744.1
3720,2000,PERAK,15–19,46.6
3721,2000,PERAK,20–24,100.0
3722,2000,PERAK,25–29,90.1
3723,2000,PERAK,30–34,99.1
3724,2000,PERAK,35–39,102.5
3725,2000,PERAK,40–44,99.7
3726,2000,PERAK,45–49,82.8
3727,2000,PERAK,50–54,62.9
3728,2000,PERAK,55–59,36.5
3729,2000,PERAK,60–64,23.7
3730,2000,PERLIS,Total,74.8
3731,2000,PERLIS,15–19,3.8
3732,2000,PERLIS,20–24,9.0
3733,2000,PERLIS,25–29,8.7
3734,2000,PERLIS,30–34,9.6
3735,2000,PERLIS,35–39,10.0
3736,2000,PERLIS,40–44,10.4
3737,2000,PERLIS,45–49,9.4
3738,2000,PERLIS,50–54,5.7
3739,2000,PERLIS,55–59,4.8
3740,2000,PERLIS,60–64,3.4
3741,2000,SELANGOR,Total,1681.5
3742,2000,SELANGOR,15–19,81.0
3743,2000,SELANGOR,20–24,297.9
3744,2000,SELANGOR,25–29,326.0
3745,2000,SELANGOR,30–34,279.8
3746,2000,SELANGOR,35–39,226.6
3747,2000,SELANGOR,40–44,192.9
3748,2000,SELANGOR,45–49,145.9
3749,2000,SELANGOR,50–54,77.5
3750,2000,SELANGOR,55–59,35.1
3751,2000,SELANGOR,60–64,18.7
3752,2000,TERENGGANU,Total,306.0
3753,2000,TERENGGANU,15–19,19.9
3754,2000,TERENGGANU,20–24,44.6
3755,2000,TERENGGANU,25–29,42.9
3756,2000,TERENGGANU,30–34,44.4
3757,2000,TERENGGANU,35–39,41.0
3758,2000,TERENGGANU,40–44,36.9
3759,2000,TERENGGANU,45–49,30.0
3760,2000,TERENGGANU,50–54,20.0
3761,2000,TERENGGANU,55–59,15.1
3762,2000,TERENGGANU,60–64,11.1
3763,2000,SABAH,Total,933.8
3764,2000,SABAH,15–19,81.0
3765,2000,SABAH,20–24,151.2
3766,2000,SABAH,25–29,151.6
3767,2000,SABAH,30–34,147.9
3768,2000,SABAH,35–39,125.6
3769,2000,SABAH,40–44,102.4
3770,2000,SABAH,45–49,78.9
3771,2000,SABAH,50–54,47.9
3772,2000,SABAH,55–59,26.6
3773,2000,SABAH,60–64,20.9
3774,2000,SARAWAK,Total,876.3
3775,2000,SARAWAK,15–19,63.6
3776,2000,SARAWAK,20–24,130.7
3777,2000,SARAWAK,25–29,127.1
3778,2000,SARAWAK,30–34,124.9
3779,2000,SARAWAK,35–39,114.7
3780,2000,SARAWAK,40–44,98.7
3781,2000,SARAWAK,45–49,84.4
3782,2000,SARAWAK,50–54,63.6
3783,2000,SARAWAK,55–59,39.7
3784,2000,SARAWAK,60–64,29.0
3785,2000,W.P.KUALA LUMPUR,Total,662.8
3786,2000,W.P.KUALA LUMPUR,15–19,20.1
3787,2000,W.P.KUALA LUMPUR,20–24,111.3
3788,2000,W.P.KUALA LUMPUR,25–29,130.3
3789,2000,W.P.KUALA LUMPUR,30–34,106.9
3790,2000,W.P.KUALA LUMPUR,35–39,95.1
3791,2000,W.P.KUALA LUMPUR,40–44,83.6
3792,2000,W.P.KUALA LUMPUR,45–49,59.8
3793,2000,W.P.KUALA LUMPUR,50–54,33.0
3794,2000,W.P.KUALA LUMPUR,55–59,15.5
3795,2000,W.P.KUALA LUMPUR,60–64,7.4
3796,2000,W.P.LABUAN,Total,25.4
3797,2000,W.P.LABUAN,15–19,1.2
3798,2000,W.P.LABUAN,20–24,4.9
3799,2000,W.P.LABUAN,25–29,4.4
3800,2000,W.P.LABUAN,30–34,4.3
3801,2000,W.P.LABUAN,35–39,3.7
3802,2000,W.P.LABUAN,40–44,3.2
3803,2000,W.P.LABUAN,45–49,1.9
3804,2000,W.P.LABUAN,50–54,1.2
3805,2000,W.P.LABUAN,55–59,0.6
3806,2000,W.P.LABUAN,60–64,0.1
3807,1999,MALAYSIA,Total,8837.8
3808,1999,MALAYSIA,15–19,513.6
3809,1999,MALAYSIA,20–24,1449.9
3810,1999,MALAYSIA,25–29,1504.3
3811,1999,MALAYSIA,30–34,1301.3
3812,1999,MALAYSIA,35–39,1196.2
3813,1999,MALAYSIA,40–44,1029.4
3814,1999,MALAYSIA,45–49,785.8
3815,1999,MALAYSIA,50–54,544.7
3816,1999,MALAYSIA,55–59,315.9
3817,1999,MALAYSIA,60–64,196.7
3818,1999,JOHOR,Total,1029.0
3819,1999,JOHOR,15–19,58.0
3820,1999,JOHOR,20–24,181.0
3821,1999,JOHOR,25–29,184.8
3822,1999,JOHOR,30–34,145.4
3823,1999,JOHOR,35–39,133.0
3824,1999,JOHOR,40–44,118.8
3825,1999,JOHOR,45–49,90.1
3826,1999,JOHOR,50–54,60.2
3827,1999,JOHOR,55–59,36.1
3828,1999,JOHOR,60–64,21.6
3829,1999,KEDAH,Total,678.7
3830,1999,KEDAH,15–19,52.4
3831,1999,KEDAH,20–24,105.6
3832,1999,KEDAH,25–29,90.9
3833,1999,KEDAH,30–34,92.4
3834,1999,KEDAH,35–39,91.1
3835,1999,KEDAH,40–44,80.1
3836,1999,KEDAH,45–49,68.2
3837,1999,KEDAH,50–54,42.4
3838,1999,KEDAH,55–59,33.2
3839,1999,KEDAH,60–64,22.4
3840,1999,KELANTAN,Total,436.8
3841,1999,KELANTAN,15–19,26.4
3842,1999,KELANTAN,20–24,50.4
3843,1999,KELANTAN,25–29,57.2
3844,1999,KELANTAN,30–34,55.8
3845,1999,KELANTAN,35–39,60.7
3846,1999,KELANTAN,40–44,58.9
3847,1999,KELANTAN,45–49,46.3
3848,1999,KELANTAN,50–54,37.7
3849,1999,KELANTAN,55–59,25.6
3850,1999,KELANTAN,60–64,17.7
3851,1999,MELAKA,Total,243.1
3852,1999,MELAKA,15–19,13.1
3853,1999,MELAKA,20–24,42.8
3854,1999,MELAKA,25–29,38.6
3855,1999,MELAKA,30–34,34.9
3856,1999,MELAKA,35–39,33.8
3857,1999,MELAKA,40–44,27.3
3858,1999,MELAKA,45–49,23.2
3859,1999,MELAKA,50–54,16.1
3860,1999,MELAKA,55–59,8.6
3861,1999,MELAKA,60–64,4.7
3862,1999,NEGERI SEMBILAN,Total,274.8
3863,1999,NEGERI SEMBILAN,15–19,13.9
3864,1999,NEGERI SEMBILAN,20–24,39.1
3865,1999,NEGERI SEMBILAN,25–29,38.6
3866,1999,NEGERI SEMBILAN,30–34,38.5
3867,1999,NEGERI SEMBILAN,35–39,40.3
3868,1999,NEGERI SEMBILAN,40–44,39.9
3869,1999,NEGERI SEMBILAN,45–49,30.6
3870,1999,NEGERI SEMBILAN,50–54,17.5
3871,1999,NEGERI SEMBILAN,55–59,10.2
3872,1999,NEGERI SEMBILAN,60–64,6.2
3873,1999,PAHANG,Total,384.4
3874,1999,PAHANG,15–19,19.7
3875,1999,PAHANG,20–24,55.5
3876,1999,PAHANG,25–29,61.3
3877,1999,PAHANG,30–34,52.8
3878,1999,PAHANG,35–39,53.1
3879,1999,PAHANG,40–44,44.4
3880,1999,PAHANG,45–49,43.1
3881,1999,PAHANG,50–54,29.4
3882,1999,PAHANG,55–59,17.0
3883,1999,PAHANG,60–64,8.1
3884,1999,PULAU PINANG,Total,602.9
3885,1999,PULAU PINANG,15–19,31.9
3886,1999,PULAU PINANG,20–24,106.2
3887,1999,PULAU PINANG,25–29,110.1
3888,1999,PULAU PINANG,30–34,94.9
3889,1999,PULAU PINANG,35–39,78.6
3890,1999,PULAU PINANG,40–44,60.9
3891,1999,PULAU PINANG,45–49,51.0
3892,1999,PULAU PINANG,50–54,36.4
3893,1999,PULAU PINANG,55–59,21.3
3894,1999,PULAU PINANG,60–64,11.7
3895,1999,PERAK,Total,684.5
3896,1999,PERAK,15–19,37.6
3897,1999,PERAK,20–24,94.2
3898,1999,PERAK,25–29,93.4
3899,1999,PERAK,30–34,93.4
3900,1999,PERAK,35–39,92.8
3901,1999,PERAK,40–44,87.2
3902,1999,PERAK,45–49,74.3
3903,1999,PERAK,50–54,56.8
3904,1999,PERAK,55–59,32.7
3905,1999,PERAK,60–64,22.2
3906,1999,PERLIS,Total,78.5
3907,1999,PERLIS,15–19,4.3
3908,1999,PERLIS,20–24,11.2
3909,1999,PERLIS,25–29,8.0
3910,1999,PERLIS,30–34,8.6
3911,1999,PERLIS,35–39,10.4
3912,1999,PERLIS,40–44,11.9
3913,1999,PERLIS,45–49,10.1
3914,1999,PERLIS,50–54,6.5
3915,1999,PERLIS,55–59,4.8
3916,1999,PERLIS,60–64,2.8
3917,1999,SELANGOR,Total,1427.2
3918,1999,SELANGOR,15–19,59.6
3919,1999,SELANGOR,20–24,246.5
3920,1999,SELANGOR,25–29,278.0
3921,1999,SELANGOR,30–34,216.9
3922,1999,SELANGOR,35–39,208.3
3923,1999,SELANGOR,40–44,178.9
3924,1999,SELANGOR,45–49,116.7
3925,1999,SELANGOR,50–54,75.8
3926,1999,SELANGOR,55–59,30.7
3927,1999,SELANGOR,60–64,15.7
3928,1999,TERENGGANU,Total,300.1
3929,1999,TERENGGANU,15–19,21.7
3930,1999,TERENGGANU,20–24,52.3
3931,1999,TERENGGANU,25–29,42.8
3932,1999,TERENGGANU,30–34,39.4
3933,1999,TERENGGANU,35–39,37.7
3934,1999,TERENGGANU,40–44,33.6
3935,1999,TERENGGANU,45–49,27.3
3936,1999,TERENGGANU,50–54,21.6
3937,1999,TERENGGANU,55–59,14.1
3938,1999,TERENGGANU,60–64,9.5
3939,1999,SABAH,Total,1101.8
3940,1999,SABAH,15–19,88.1
3941,1999,SABAH,20–24,198.6
3942,1999,SABAH,25–29,208.5
3943,1999,SABAH,30–34,180.6
3944,1999,SABAH,35–39,144.9
3945,1999,SABAH,40–44,108.2
3946,1999,SABAH,45–49,73.9
3947,1999,SABAH,50–54,48.6
3948,1999,SABAH,55–59,30.2
3949,1999,SABAH,60–64,20.3
3950,1999,SARAWAK,Total,865.0
3951,1999,SARAWAK,15–19,62.7
3952,1999,SARAWAK,20–24,140.2
3953,1999,SARAWAK,25–29,140.6
3954,1999,SARAWAK,30–34,125.1
3955,1999,SARAWAK,35–39,113.4
3956,1999,SARAWAK,40–44,96.4
3957,1999,SARAWAK,45–49,71.9
3958,1999,SARAWAK,50–54,56.4
3959,1999,SARAWAK,55–59,34.0
3960,1999,SARAWAK,60–64,24.3
3961,1999,W.P.KUALA LUMPUR,Total,689.7
3962,1999,W.P.KUALA LUMPUR,15–19,21.7
3963,1999,W.P.KUALA LUMPUR,20–24,119.1
3964,1999,W.P.KUALA LUMPUR,25–29,145.1
3965,1999,W.P.KUALA LUMPUR,30–34,113.9
3966,1999,W.P.KUALA LUMPUR,35–39,93.8
3967,1999,W.P.KUALA LUMPUR,40–44,77.2
3968,1999,W.P.KUALA LUMPUR,45–49,56.9
3969,1999,W.P.KUALA LUMPUR,50–54,37.2
3970,1999,W.P.KUALA LUMPUR,55–59,16.9
3971,1999,W.P.KUALA LUMPUR,60–64,7.9
3972,1999,W.P.LABUAN,Total,41.2
3973,1999,W.P.LABUAN,15–19,2.6
3974,1999,W.P.LABUAN,20–24,7.3
3975,1999,W.P.LABUAN,25–29,6.4
3976,1999,W.P.LABUAN,30–34,8.8
3977,1999,W.P.LABUAN,35–39,4.3
3978,1999,W.P.LABUAN,40–44,5.7
3979,1999,W.P.LABUAN,45–49,2.2
3980,1999,W.P.LABUAN,50–54,2.1
3981,1999,W.P.LABUAN,55–59,0.4
3982,1999,W.P.LABUAN,60–64,1.6
3983,1998,MALAYSIA,Total,8599.6
3984,1998,MALAYSIA,15–19,524.8
3985,1998,MALAYSIA,20–24,1408.8
3986,1998,MALAYSIA,25–29,1430.4
3987,1998,MALAYSIA,30–34,1278.8
3988,1998,MALAYSIA,35–39,1171.4
3989,1998,MALAYSIA,40–44,984.0
3990,1998,MALAYSIA,45–49,764.8
3991,1998,MALAYSIA,50–54,525.1
3992,1998,MALAYSIA,55–59,312.4
3993,1998,MALAYSIA,60–64,199.1
3994,1998,JOHOR,Total,1027.0
3995,1998,JOHOR,15–19,66.2
3996,1998,JOHOR,20–24,174.4
3997,1998,JOHOR,25–29,176.8
3998,1998,JOHOR,30–34,154.9
3999,1998,JOHOR,35–39,140.6
4000,1998,JOHOR,40–44,116.4
4001,1998,JOHOR,45–49,87.7
4002,1998,JOHOR,50–54,59.3
4003,1998,JOHOR,55–59,30.4
4004,1998,JOHOR,60–64,20.5
4005,1998,KEDAH,Total,567.3
4006,1998,KEDAH,15–19,39.3
4007,1998,KEDAH,20–24,89.4
4008,1998,KEDAH,25–29,75.3
4009,1998,KEDAH,30–34,76.8
4010,1998,KEDAH,35–39,79.0
4011,1998,KEDAH,40–44,69.9
4012,1998,KEDAH,45–49,54.7
4013,1998,KEDAH,50–54,37.9
4014,1998,KEDAH,55–59,28.8
4015,1998,KEDAH,60–64,16.3
4016,1998,KELANTAN,Total,430.7
4017,1998,KELANTAN,15–19,27.5
4018,1998,KELANTAN,20–24,49.5
4019,1998,KELANTAN,25–29,50.4
4020,1998,KELANTAN,30–34,61.4
